SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Young's Modulus (kPa) log10,À´Ô´
[*]C(C)C[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,O=[Al]O[Al]=O,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,6.146128035678238,10.1007_s40684-019-00135-z_part_1.txt_¶Î1_Material2
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(CCCCCO[*])=O,,,,4.939019776448666,10.1016_j.compscitech.2011.11.009_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[H][Si]([H])([H])[H],,,6.077731179652392,10.1080_03602559.2011.566298_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,6.698970004336019,10.3390_fib7080072_part_2.txt_¶Î1_Material3
[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,6.363235804483693,10.3390_ma12010152_part_2.txt_¶Î1_Material7
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[H][Si]([H])([H])[H],[H][Si]([H])([H])[H],,,6.555094448578319,10.1007_s10570-013-0044-y_part_3.txt_¶Î1_Material2
[*]C(C)C[*],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,O=C(CCCCCCCCCCCCCCCCC)O[Ca]OC(CCCCCCCCCCCCCCCCC)=O,,5.840733234611807,10.4028_www.scientific.net_amr.239-242.288_part_1.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,C(CC=O)CC=O,,,5.2490025749097615,10.1177_155892501400900109_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[Ag],[Al],[Cu],,7.230448921378274,10.1016_j.apsusc.2011.12.016_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CCCC([*])OC(C)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,6.155518220708411,10.1002_pat.5435_part_2.txt_¶Î1_Material1
[*]CC[*],[*]CC[*],[*]C(C)C[*],C=C([CH3])C(=O)OC([CH3])[CH3],,6.32221929473392,10.1016_j.matdes.2014.04.033_part_1.txt_¶Î1_Material2
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,[*]C1=CC=C(C=C1)C(N[*])=O,,,7.845098040014257,10.1177_1369433220933461_part_1.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,6.491361693834273,10.1080_15440478.2019.1687069_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,,6.130333768495007,10.1007_s12221-014-2386-y_part_1.txt_¶Î1_Material1
O=C([*])CCCCCCCCCCC(NCCCCCCCCCCN[*])=O,O=[Si]=O,,,,6.223495940962395,10.1177_0307174x1704400709_part_2.txt_¶Î1_Material1
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,O=C([O-])[O-].[Ca+2],[Ti](OCCCC)(OCCCC)(OCCCC)OCCCC,,,6.324282455297693,10.1155_2013_890749_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],C(CC=O)CC=O,,,4.684486292188734,10.1002_pc.21008_part_1.txt_¶Î1_Material1
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,,,,,5.94299959336604,10.3390_polym8070237_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,CCO,O=C=O,,,7.1702617153949575,10.1007_s10570-013-0019-z_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.301029995663981,10.3390_polym13152489_part_3.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],COC(C(C[*])([*])C)=O,,,,5.819543935541868,10.1021_acs.langmuir.5b04334_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,6.204119982655925,10.1007_s10570-015-0728-6_part_2.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[Ag],[Ag],,,6.571708831808688,10.1002_adv.21450_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(O[*])CCCCCCCCCCN[*],,,,6.409764104266346,10.3144_expresspolymlett.2015.67_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCC[*],[H][O-],,,6.633468455579586,10.1021_acsami.9b19686_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,,,,7.832508912706237,10.1007_s10570-020-03583-y_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C([H])([H])C(O)([H])[*],O=[Si]=O,,,5.544068044350276,10.1016_j.carbpol.2010.11.042_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=CN(C)C,,,,5.05307844348342,10.1016_j.apsusc.2012.12.028_part_1.txt_¶Î1_Material1
[*]CC[*],[Cu],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,6.146128035678238,10.1016_j.compositesb.2016.09.053_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],CC(=O)O,,,6.190891716922169,10.1177_0731684412441867_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,,5.623249290397901,10.1051_matecconf_201710901005_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,4.4048337166199385,10.1097_scs.0000000000006020_part_1.txt_¶Î1_Material2
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Ti]=O,OCC1OC(C(C(C1O[*])O)O)[*],,,6.087071205906535,10.1016_j.compscitech.2021.108884_part_1.txt_¶Î1_Material1
C=C(C)C(=O)OCC(O)COC1=CC=C(C(C2=CC=C(O)C=C2)(C)C)C=C1,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Ti]=O,,7.477121254719663,10.1016_j.oceaneng.2021.109134_part_3.txt_¶Î1_Material2
[*]C(C)C[*],[*]C/C=C/CCC([*])C#N,[H][O-],,,5.870491691786466,10.1177_0892705719832072_part_3.txt_¶Î1_Material1
[*]CC[*],O=[Al]O[Al]=O,,,,5.301029995663981,10.1016_j.matchemphys.2021.124251_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],O=C([*])C(C)O[*],,,6.45071087814692,10.1002_pc.25879_part_2.txt_¶Î1_Material2
[*]CC([*])Cl,[*]CCCC([*])OC(C)=O,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,6.176091259055681,10.1016_j.compositesa.2014.03.023_part_1.txt_¶Î1_Material1
[*]CCN[*],[*]OCC[*],,,,5.146778989307833,10.3390_molecules26082143_part_6.txt_¶Î1_Material1
[*]CC([*])Cl,COC(C(C[*])([*])C)=O,,,,6.392978186542541,10.1080_10739149.2016.1164713_part_2.txt_¶Î1_Material1
[*]C/C=C\CCC(C=C)[*],,,,,2.863322860120456,10.1016_j.polymer.2019.121604_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],[Mg],O=[Si]=O,,,6.440405260103954,10.1016_j.compositesa.2018.11.020_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H][O-],[H][Si]([H])([H])[H],,,6.438808065197977,10.1002_pc.21028_part_1.txt_¶Î1_Material1
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,,,,6.819543935541868,10.1177_0954008316661616_part_2.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=[Ti]=O,,,,5.15503222879097,10.1016_j.apsusc.2010.12.020_part_2.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,OC(C(CC(O)=O)(CC(O)=O)O)=O,,6.505149978319906,10.1007_s10924-020-01678-y_part_4.txt_¶Î1_Material1
C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,,,6.477121254719663,10.1002_polb.24004_part_1.txt_¶Î1_Material3
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O1C(=O)C=CC1=O,,,,7.376576957056512,10.3390_fib6030059_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H]O[H],,,,7.53655844257153,10.3183_npprj-2015-30-01-p043-057_part_2.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],OCC(O)CO,,,4.32221929473392,10.1111_j.1750-3841.2012.03006.x_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,,,,5.763427993562937,10.1016_j.carbpol.2010.06.037_part_1.txt_¶Î1_Material3
[*]C(C)C[*],O=[Si]=O.[Ca]=O,O=[Si]=O,,,7.415774383209107,10.1051_e3sconf_202015605010_part_1.txt_¶Î1_Material1
[*]CC[*],[H][O-],[H][Si]([H])([H])[H],,,6.857332496431268,10.1016_j.matdes.2012.01.020_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,6.477121254719663,10.1002_pc.23907_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,,6.337459261290656,10.1088_1757-899x_701_1_012055_part_1.txt_¶Î1_Material1
[*]O[C@H](C)CC([*])=O,O=[Si]=O,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,5.880813592280791,10.1002_pc.24188_part_3.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(CCOCC[*])C,,,,6.107108169948554,10.1002_pen.25620_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],FC(F)([*])C([H])([*])[H],O=[Ti]=O,[Zn]=O,O=[Si]=O,5.188056208438369,10.1016_j.colsurfa.2019.05.090_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,O=C(N)N,,,5.977723605288848,10.1007_s12221-010-0455-4_part_2.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=[Si]=O,O=[Si]=O,O=[Si]=O,,5.0220157398177205,10.1016_j.colsurfa.2013.12.019_part_2.txt_¶Î1_Material1
[*]CC[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,,,6.247924190766308,10.1016_j.polymer.2018.09.012_part_5.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,7.121887985103681,10.1115_1.4035942_part_6.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]C(C(OC(CO[*])=O)C)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,5.200467449950159,10.1016_j.msec.2019.110308_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C(C1=CC=C(C=C1)OCCOC(C=C)=O)C(C)(C)O,OCC(O)CO,,,5.326335860928752,10.1007_s13738-017-1194-x_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,4.742725131304698,10.1007_s10965-011-9764-6_part_1.txt_¶Î1_Material1
[*][C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H]([C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@H]4[C@H](O)[C@H](O)[C@H](O[*])O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2COC(C)=O)O)O[C@@H]1CO,,,,,6.662757831681574,10.1007_s10924-018-1260-1_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]CC(C1=CC=CC=C1)[*],,,5.732393759822968,10.1021_ma202600b_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[Mg+2].[OH-].[OH-],,,,6.176091259055681,10.1002_adv.21504_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C(C)C[*],,,,5.672097857935717,10.1088_1757-899x_368_1_012017_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,6,10.4028_www.scientific.net_amr.488-489.109_part_1.txt_¶Î1_Material1
O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,,,,6.556423121371285,10.1177_0967391119871740_part_1.txt_¶Î1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,,6.3979400086720375,10.31663_tqujes.11.2.388(2021_OA_part_1.txt_¶Î1_Material2
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C=NCCCCCCN=C=O,,,,6.447158031342219,10.1016_j.polymer.2012.08.023_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,NCCC[Si](OCC)(OCC)OCC,,,,6.362670929725667,10.1007_s00289-020-03375-1_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[Mg+2].[OH-].[OH-],,,6.614897216033135,10.1002_adv.21918_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,,7.188037055006895,10.1002_pc.24452_part_2.txt_¶Î1_Material1
[*]CC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,6.113943352306837,10.1002_app.48744_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,NCCC[Si](OCC)(OCC)OCC,CCCCCCCCCCCCOS([O-])(=O)=O.[Na+],[*]CC[*],6.3979400086720375,10.1002_pc.24282_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]OCC[*],CC(CO[*])[*],,6.6020599913279625,10.1002_adma.201305413_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,5.518513939877887,10.3390_polym12112587_part_1.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[Na+].[Cl-],,,5.903089986991944,10.1002_bip.22016_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],OS(=O)(OOS(O)(=O)=O)=O.N.N,,,,6.747411807886423,10.1002_pc.24808_part_3.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[H][Si]([H])([H])[H],O[Si](O)(O[Si](O)(O)O)O.[Al].[Al].O,,,6.453318340047038,10.1002_pc.22787_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=[Si]=O.O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O,O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,6.4361626470407565,10.1177_0307174x1003700712_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C=C(C(OCC1CO1)=O)C,,,6.562292864456475,10.1039_c6ra21208e_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(C)C[*],O=[Si]=O,[*]C(C)C[*],,6.565847818673518,10.1080_14328917.2021.1873479_part_2.txt_¶Î1_Material2
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=[Si]=O,,,,6.713490543093942,10.17515_resm2021.334me0822_OA_part_2.txt_¶Î1_Material3
O=C([*])C(C)O[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,OC(C(CC(O)=O)(CC(O)=O)O)=O,,,6.414973347970818,10.1016_j.compositesb.2015.02.034_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCCC([*])OC(C)=O,[*]CCCC([*])OC(C)=O,[*]CCCC([*])OC(C)=O,[*]C(C)C[*],6.301029995663981,10.1177_0021998319893423_part_1.txt_¶Î1_Material1
[*]CC[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,5.6669015626988815,10.1002_app.42237_part_2.txt_¶Î1_Material1
[*]CC[*],[*]CCCC([*])OC(C)=O,,,,4.984527313343793,10.13031_aea.12434_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,O=[Ti]=O,,,6.505149978319906,10.1016_j.compositesa.2015.12.005_part_3.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Si]=O,O=[Ca].[O-][Si]([O-])([O-])[O-].[Ca+2].[Ca+2],,,7.903632516084238,10.1155_2020_1349034_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,6.755874855672492,10.1002_pc.23587_part_1.txt_¶Î1_Material1
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]C([H])([H])C(O)([H])[*],,,,6.176091259055681,10.1002_admt.201600056_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,,7.20682587603185,10.11113_jt.v79.12262_part_2.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC[*],[*]OCC[*],NC1=NC2=C(N=CN2C2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]2O)C(=O)N1,,4.944482672150168,10.1016_j.compositesb.2021.108878_part_1.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C(C(C[*])[*])N,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C([H])([H])C(O)([H])[*],4.698970004336019,10.1080_1539445x.2011.642091_part_3.txt_¶Î1_Material1
