SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Tensile Strength (MPa) log10,À´Ô´
O=C([*])C(C)O[*],[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,C[N+](CCO)(CCO)[3H],C[N+](CCO)(CCO)[3H],,1.7759743311293692,10.1016_j.matlet.2015.03.019_part_1.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,,2,10.4028_www.scientific.net_amm.465-466.962_part_1.txt_¶Î1_Material1
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,,,,,1.2624510897304295,10.3390_polym11040675_part_8.txt_¶Î1_Material3
[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,O=C(C(C[*])[*])N,[H]O[H],,,0.1003705451175629,10.1016_j.carbpol.2018.07.070_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C(O)C([*])C[*],[Cu],,,1.6812412373755872,10.1080_00405000.2017.1355632_part_1.txt_¶Î1_Material1
O=C(O)C([*])C[*],O=C(C(C[*])[*])N,O=C(C1=CC=C(C=C1)OCCOC(C=C)=O)C(C)(C)O,,,-0.698970004,10.1016_j.carbpol.2018.06.047_part_2.txt_¶Î1_Material1
[*]CC[*],O=[Si]=O,O=[Si]=O,,,0.8228216453031046,10.1155_2018_1967936_part_1.txt_¶Î1_Material1
[*]CC[*],Cl[Si](C)(C)C,[*]OCC[*],OCC(O)CO,,0.9294189257142929,10.1002_app.36329_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,[*]OCC[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,1.2430380486862944,10.1177_0892705719854495_part_1.txt_¶Î1_Material1
[*]CC[*],[*]OCC[*],[*]OCC[*],,,1.2648178230095364,10.1080_03602559.2012.762018_part_1.txt_¶Î1_Material2
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,,1.3873898263387294,10.1177_0021998317743563_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,2.537567257152676,10.1016_j.compositesb.2020.108093_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,O=[Al]O[Al]=O,O=C([O-])[O-].[Ca+2],O=C(O)CCCCCCCCCCCCCCCCC,,1.4313637641589874,10.1016_j.compositesa.2011.09.025_part_1.txt_¶Î1_Material1
C=C(C)C(=O)OCC(O)COC1=CC=C(C(C2=CC=C(O)C=C2)(C)C)C=C1,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,2.711368496574712,10.1002_pc.25507_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,,1.351216345339342,10.1177_0892705713518792_part_2.txt_¶Î1_Material2
[*]C(C)C[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,,1.4771212547196624,10.1021_ie4025243_part_1.txt_¶Î1_Material1
[*]CC[*],O=C1C=CC(O1)=O.C=C,O=C(O)CCCCCCCCCCCCCCCCC,,,1.5587085705331658,10.3390_polym10030308_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[Zn]=O,O=C(O)CCCCCCCCCCCCCCCCC,,,1.2648178230095364,10.1002_app.38253_part_1.txt_¶Î1_Material1
[*]CC[*],O=C1C=CC(O1)=O.C=C,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,C=C(C(OCC1CO1)=O)C,,1.3324384599156054,10.1177_0892705711417656_part_2.txt_¶Î1_Material3
[*]C(CCCCCO[*])=O,[H][O-],[H][Si]([H])([H])[H],,,1.250420002308894,10.1016_j.jmrt.2020.06.066_part_2.txt_¶Î1_Material1
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,C[Si](C)(C[*])O[*],O=[Si]=O,NCCC[Si](OCC)(OCC)OCC,CCO[Si](OCC)(OCC)OCC,2.0681858617461617,10.1007_s13233-011-0311-4_part_1.txt_¶Î1_Material3
O=C([*])C(C)O[*],O=[Si]=O,,,,1.7781512503836436,10.1179_2055033214y.0000000008_part_2.txt_¶Î1_Material1
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,1.550228353055094,10.1177_0021998311430866_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[Zn]=O,,,,1.1818435879447726,10.1016_j.polymertesting.2019.106004_part_1.txt_¶Î1_Material1
C=C([CH3])C(=O)O[CH3],C[Si](O[*])(C)[*],O=[Si]=O,,,0.5314789170422551,10.1002_app.50252_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,O=[Si]=O,,,1.924795995797912,10.1007_s13204-012-0068-x_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC[*],O=[Ti]=O,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,1.2929202996000062,10.31803_tg-20190312191013_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C([H])([H])C(O)([H])[*],O=[Si]=O.[Ca]=O,O=[Si]=O,[H]O[H],1.6023855901051052,10.1016_j.conbuildmat.2014.12.071_part_1.txt_¶Î1_Material2
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC([*])N1CCCC1=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(CC(/C=C/C1=CC=C(C(OC)=C1)O)=O)/C=C/C2=CC=C(O)C(OC)=C2,,1.1258064581395268,10.1002_jbm.a.36097_part_3.txt_¶Î1_Material1
[*]C/C=C/CCC([*])C#N,[C],,,,1.2201080880400552,10.1002_app.49936_part_2.txt_¶Î1_Material1
[*]OC(CC(OC(CC([*])=O)CC)=O)C,OP(O)(O)=O,O[Si](O)(O[Si](O)(O)O)O.[Al].[Al].O,,,1.5440680443502757,10.1016_j.eurpolymj.2015.12.009_part_1.txt_¶Î1_Material1
[*]C(C)C[*],O=[Si]=O,O=[Si]=O,,,1.5563025007672873,10.1515_secm-2012-0035_part_1.txt_¶Î1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,O=C(C1=CC=C(C=C1)OCCOC(C=C)=O)C(C)(C)O,C=CC1=CC=CC=C1,,,1.1010593549081156,10.1177_0731684413481863_part_1.txt_¶Î1_Material1
[*]OC1=C(C([*])=CC=C1C)C,[*]CC(C1=CC=CC=C1)[*],C[N+](CCO)(CCO)[3H],C[N+](CCO)(CCO)[3H],C[N+](CCO)(CCO)[3H],1.3424226808222062,10.1177_0892705712439559_part_4.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]CC[*],C(CC=O)CC=O,,,0.9459607035775686,10.1002_pc.24796_part_1.txt_¶Î1_Material1
[*]CC[*],[*]CC[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O.O,,,1.8195439355418688,10.1007_s42452-020-2679-2_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,C(CC=O)CC=O,,,1.021189299069938,10.1016_j.carbpol.2018.10.002_part_5.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=[Ti]=O,O=[Si]=O,,,1.404149249209695,10.1016_j.ces.2014.12.043_part_1.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C([H])([H])C(O)([H])[*],C(CC=O)CC=O,,,1.0969100130080565,10.1016_j.matlet.2020.128517_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,1.414973347970818,10.1002_app.32312_part_1.txt_¶Î1_Material2
[*]C(C)C[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,1.48572142648158,10.1177_0021998317710319_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,Cl[Ca]Cl,,,1.110589710299249,10.1002_masy.201600141_part_1.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,[*]C(F)(C(F)([*])F)F,,,,1.740362689494244,10.1016_j.triboint.2016.03.013_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],,,,1.5364321758220134,10.1002_pc.25284_part_2.txt_¶Î1_Material1
[*]C(C)C[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],[H][Si]([H])([H])[H],,,1.575187844927661,10.1177_0021998310376095_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,1.4834446480985353,10.1016_j.foodhyd.2016.06.030_part_1.txt_¶Î1_Material1
O=[Si]=O.[Ca]=O,[*]C([H])([H])C(O)([H])[*],,,,1.6434526764861874,10.1007_s11771-021-4710-1_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=[Ti]=O,,,,1.5740312677277188,10.1111_jfpp.14536_part_1.txt_¶Î1_Material1
[*]CC(C)(C(OCCO)=O)[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,1.7774268223893113,10.1002_pen.23391_part_2.txt_¶Î1_Material1
[*]CC[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,C=C(C(OCC1CO1)=O)C,,1.4424797690644486,10.1016_j.biortech.2009.12.069_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]CC([*])N1CCCC1=O,,,,1.230959555748569,10.1007_s10854-017-8110-0_part_2.txt_¶Î1_Material1
[*]CC[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],C=C(C(OCC1CO1)=O)C,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,1.2810333672477277,10.1088_1757-899x_943_1_012002_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC[*],[Cu],,,1.2271150825891253,10.32737_0005-2531-2021-3-49-53_OA_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C(C)C[*],S=[Mo]=S,C12[Si]34C15C3C425,O=[Al]O[Al]=O,1.6127838567197357,10.1007_s12666-016-0971-z_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],,,,,1.7505083948513462,10.3390_ma11030347_part_3.txt_¶Î1_Material2
C/C(C[*])=C/C[*],[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[C],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=C(O)CCCCCCCCCCCCCCCCC,1.2278867046136734,10.1016_j.radphyschem.2010.08.015_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2,O=[Si]=O,[*]C(C)C[*],,1.393926006585837,10.1007_s10118-020-2399-5_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=[Si]=O,O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,,2.455332215348645,10.1080_00405000.2013.869433_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]CCC(CCCC(CCCC(C[*])C)C)C,,,1.4632956099620027,10.1002_app.38495_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OC(C(CC(O)=O)(CC(O)=O)O)=O,,,,1.6232492903979006,10.1002_pts.2566_part_2.txt_¶Î1_Material1
[*]C(C)C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],[*]CCCC([*])OC(C)=O,,,1.550228353055094,10.1007_s10973-018-7509-z_part_1.txt_¶Î1_Material5
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Si]=O,[H][Si]([H])([H])[H],[H][Si]([H])([H])[H],,1.688419822002711,10.1016_j.compositesb.2013.10.069_part_1.txt_¶Î1_Material1
O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,,,1.4771212547196624,10.1515_hf.2011.113_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[Ca+2],,1.0644579892269184,10.1080_1539445x.2021.1926281_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]C(C)C[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,1.290034611362518,10.1504_ijmmm.2017.082905_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,1.472902651803664,10.1080_03602559.2011.618157_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(C1=CC=CC=C1)[*],,,,1.8195439355418688,10.1007_s10965-013-0135-3_part_2.txt_¶Î1_Material1
[*]C(C)C[*],CC1=CC(C)=C(C(C)=C1)C(P(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=O,O=[Si]=O,[*]C(C)C[*],,1.4608978427565478,10.1007_s10118-020-2399-5_part_1.txt_¶Î1_Material1
[*]O[C@H](C)CC([*])=O,,,,,1.505149978319906,10.1134_s0003683810030075_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=[Al]O[Al]=O,,,,2.122707254318348,10.1002_adv.21832_part_1.txt_¶Î1_Material1
[*]C(F)(C(F)([*])F)F,C12[Si]34C15C3C425,O=[Al]O[Al]=O,S=[Mo]=S,,1.7622282842864745,10.1177_0021998314545183_part_3.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,1.7781512503836436,10.1002_adfm.201203550_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[C],,1.380211241711606,10.1002_app.39253_part_1.txt_¶Î1_Material1
[*]OCCCCOC(CCC([*])=O)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.7084209001347128,10.1021_ie101798n_part_2.txt_¶Î1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC(O)CO,OCCOC1C(OCCO)C(C(OCCO)COCCOC(CCCCCCCCCCCCCCCCC)=O)OC1,,1.0549958615291417,10.1088_1755-1315_101_1_012019_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C=O,,,,1.4471580313422192,10.1007_s13367-013-0015-8_part_1.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]CC(C1=CC=CC=C1)[*],,,,1.3031960574204888,10.1002_app.32638_part_1.txt_¶Î1_Material2
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,1.3324384599156054,10.1021_jp508864b_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,1.6033609243483804,10.1007_s10570-021-03995-4_part_3.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC(C#N)[*],,,,1.6434526764861874,10.1016_j.polymertesting.2018.04.031_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C([H])([H])C(O)([H])[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,1.3506356082589543,10.5402_2012_154314_part_1.txt_¶Î1_Material1
[*]CCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,1.3979400086720375,10.5762_kais.2014.15.2.1216_OA_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]C([H])([H])C(O)([H])[*],OCC(O)CO,,,1.2583978040955086,10.1016_j.compositesb.2018.08.136_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=[Si]=O,,,,0.8750612633917001,10.1016_j.compscitech.2014.03.004_part_1.txt_¶Î1_Material1
[*]C(C)C[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,O=[Al]O[Al]=O,NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,,1.541579243946581,10.1007_s40684-019-00135-z_part_1.txt_¶Î1_Material2
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[H][Si]([H])([H])[H],,,1.5146805441249815,10.1080_03602559.2011.566298_part_1.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,1.954242509439325,10.3390_fib7080072_part_2.txt_¶Î1_Material3
[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,1.1789769472931697,10.3390_ma12010152_part_2.txt_¶Î1_Material7
[*]C([H])([H])C(O)([H])[*],O=C(O)C([*])C[*],,,,0.667452952889954,10.1080_09205063.2019.1706148_part_3.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[H][Si]([H])([H])[H],[H][Si]([H])([H])[H],,,1.3996737214810382,10.1007_s10570-013-0044-y_part_3.txt_¶Î1_Material2
[*]C(C)C[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,,1.3911116137028026,10.1080_00914037.2011.610039_part_1.txt_¶Î1_Material1
[*]C(C)C[*],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,O=C(CCCCCCCCCCCCCCCCC)O[Ca]OC(CCCCCCCCCCCCCCCCC)=O,,1.3222192947339193,10.4028_www.scientific.net_amr.239-242.288_part_1.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,C(CC=O)CC=O,,,0.9661417327390326,10.1177_155892501400900109_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC([*])N1CCCC1=O,C(CC=O)CC=O,,,1.8195439355418688,10.3109_02652048.2013.788084_part_1.txt_¶Î1_Material1
